gene_name,sample_name,season,gene_family,aro_accession,drug_class,high_level_drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_gene_id,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
MexK,Influent_WWTP_2_1_24_MH2_S339,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003693,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,disinfecting agents and antiseptics; macrolide antibiotic; tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,21,ARO:3003693|ID:2206|Name:MexK|NCBI:AE004091.2,48.12,0.14,,4954328,9.03,0.06
MexW,Influent_WWTP_2_1_24_MH2_S339,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003031,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics; phenicol antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,16,ARO:3003031|ID:2208|Name:MexW|NCBI:NC_002516.2,20.41,0.15,,4954328,6.88,0.06
Mrx,Influent_WWTP_2_1_24_MH2_S339,wet,macrolide phosphotransferase (MPH),ARO:3003839,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,2,Nudged,71.9128,100,Escherichia coli (no genomic info),26,ARO:3003839|ID:5917|Name:Mrx|NCBI:AY522923.1,78.85,2.51,,4954328,11.18,1.08
MuxB,Influent_WWTP_2_1_24_MH2_S339,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004074,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,beta-lactam antibiotic; macrolide antibiotic; aminocoumarin antibiotic; tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,38,ARO:3004074|ID:2718|Name:MuxB|NCBI:AE004091.2,58.43,0.5,,4954328,16.34,0.21
MuxC,Influent_WWTP_2_1_24_MH2_S339,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004075,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,beta-lactam antibiotic; macrolide antibiotic; aminocoumarin antibiotic; tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,22,ARO:3004075|ID:2720|Name:MuxC|NCBI:AE004091.2,21.05,0.05,,4954328,9.46,0.02
NDM-10,Influent_WWTP_2_1_24_MH2_S339,wet,NDM beta-lactamase,ARO:3002360,carbapenem; cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.952,100,,,,,,,4954328,0,0
Nocardia farcinica rox,Influent_WWTP_2_1_24_MH2_S339,wet,rifampin monooxygenase,ARO:3007210,rifamycin antibiotic,rifamycin antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.8987,100,,,,,,,4954328,0,0
OXA-1,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001396,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,37.5451,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
OXA-10,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001405,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,13,ARO:3001405|ID:1587|Name:OXA-10|NCBI:AF205943.1,84.52,2.35,,4954328,5.59,1.01
OXA-114n,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005714,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.1739,100,,,,,,,4954328,0,0
OXA-118,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001768,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,3,ARO:3001768|ID:1937|Name:OXA-118|NCBI:AF371964.1,31.34,0.44,,4954328,1.29,0.19
OXA-12,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001407,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,6,ARO:3001407|ID:186|Name:OXA-12|NCBI:U10251.1,31.95,0.34,Aeromonas veronii (chromosome): 1; ,4954328,2.58,0.15
OXA-161,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001799,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,16,ARO:3001799|ID:1079|Name:OXA-161|NCBI:GQ202693.1,65.46,2.33,,4954328,6.88,1
OXA-18,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001413,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,3,ARO:3001413|ID:1003|Name:OXA-18|NCBI:U85514.1,48.79,0.36,,4954328,1.29,0.15
OXA-205,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001483,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,4,ARO:3001483|ID:1572|Name:OXA-205|NCBI:JF800667.1,23.47,0.47,,4954328,1.72,0.2
OXA-209,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001809,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,4,ARO:3001809|ID:1502|Name:OXA-209|NCBI:JF268688.1,20,0.73,,4954328,1.72,0.31
OXA-21,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001416,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3001416|ID:213|Name:OXA-21|NCBI:Y10693.2,32,0.36,,4954328,0.86,0.15
OXA-212,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001711,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3001711|ID:18|Name:OXA-212|NCBI:JN861780.1,10.91,0.22,,4954328,0.86,0.09
OXA-226,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001800,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,30.7971,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
OXA-287,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001742,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.509,100,,,,,,,4954328,0,0
OXA-330,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001518,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.5547,100,,,,,,,4954328,0,0
OXA-420,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3003116,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,23.4875,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
OXA-464,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3003620,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3003620|ID:3529|Name:OXA-464|NCBI:KU721146.1,26.12,0.2,,4954328,0.86,0.09
OXA-498,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005729,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3005729|ID:4834|Name:OXA-498|NCBI:NG_068178.1,24.97,0.37,Acinetobacter johnsonii (chromosome): 2; ,4954328,0.86,0.16
OXA-504,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005734,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,2,Nudged,85.283,99.66,Aeromonas caviae (chromosome),3,ARO:3005734|ID:4839|Name:OXA-504|NCBI:NG_049782.1,44.03,0.57,Aeromonas caviae (chromosome): 3; ,4954328,1.29,0.25
OXA-53,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001810,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,3.2609,100,,,,,,,4954328,0,0
OXA-534,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005764,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,6,ARO:3005764|ID:4869|Name:OXA-534|NCBI:NG_051517.1,37.79,1,,4954328,2.58,0.43
OXA-56,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001795,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3001795|ID:1765|Name:OXA-56|NCBI:AY445080.1,22.47,0.34,,4954328,0.86,0.15
OXA-566,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005790,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.6316,100,,,,,,,4954328,0,0
OXA-607,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005828,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,3.5573,100,,,,,,,4954328,0,0
OXA-641,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005333,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,34.1085,100,,4,ARO:3005333|ID:4065|Name:OXA-641|NCBI:NG_057486.1,34.5,0.78,,4954328,1.72,0.34
OXA-643,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005863,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,ARO:3005863|ID:4968|Name:OXA-643|NCBI:NG_065429.1,18.3,0.18,Acinetobacter johnsonii (chromosome): 1; ,4954328,0.43,0.08
OXA-644,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005864,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,7,ARO:3005864|ID:4969|Name:OXA-644|NCBI:NG_065430.1,56.36,1.28,Acinetobacter johnsonii (chromosome): 6; ,4954328,3.01,0.55
OXA-650,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005866,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,40,98.18,Acinetobacter johnsonii (chromosome),,,,,,4954328,0,0
OXA-652,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005868,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3005868|ID:4973|Name:OXA-652|NCBI:NG_059327.1,31.76,0.32,Acinetobacter johnsonii (chromosome): 2; ,4954328,0.86,0.14
OXA-724,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3004837,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,30.1887,100,Aeromonas veronii (chromosome),,,,,,4954328,0,0
OXA-726,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005931,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,9,ARO:3005931|ID:5036|Name:OXA-726|NCBI:NG_062247.1,26.79,0.9,,4954328,3.87,0.39
OXA-728,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005933,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.4648,100,,,,,,,4954328,0,0
OXA-737,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005320,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,20.2899,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
OXA-780,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3005983,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,7.5472,100,,20,ARO:3005983|ID:5088|Name:OXA-780|NCBI:NG_063881.1,89.43,3.36,Aeromonas caviae (chromosome): 11; ,4954328,8.6,1.44
OXA-9,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001404,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3001404|ID:243|Name:OXA-9|NCBI:M55547.1,13.33,0.27,,4954328,0.86,0.12
OXA-912,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3006099,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,12,ARO:3006099|ID:5204|Name:OXA-912|NCBI:NG_068183.1,74.59,1.19,Aeromonas veronii (chromosome): 4; ,4954328,5.16,0.51
OXA-917,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3006103,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,61,ARO:3006103|ID:5208|Name:OXA-917|NCBI:NG_070181.1,100,9.25,,4954328,26.22,3.98
OXA-928,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3006113,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,64.5038,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
OXA-96,Influent_WWTP_2_1_24_MH2_S339,wet,OXA beta-lactamase,ARO:3001631,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3001631|ID:605|Name:OXA-96|NCBI:DQ519090.1,23.49,0.31,,4954328,0.86,0.13
OXY-1-4,Influent_WWTP_2_1_24_MH2_S339,wet,OXY beta-lactamase,ARO:3002392,monobactam; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,3.0928,100,,,,,,,4954328,0,0
OmpA,Influent_WWTP_2_1_24_MH2_S339,wet,General Bacterial Porin with reduced permeability to peptide antibiotics,ARO:3005044,peptide antibiotic,peptide antibiotic,reduced permeability to antibiotic,protein homolog,0,,,,,5,ARO:3005044|ID:3787|Name:OmpA|NCBI:FO834906.1,27.02,0.54,Klebsiella michiganensis (chromosome): 2; Klebsiella (chromosome): 2; ,4954328,2.15,0.23
PDC-374,Influent_WWTP_2_1_24_MH2_S339,wet,PDC beta-lactamase,ARO:3006745,monobactam; carbapenem; cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.9753,100,,,,,,,4954328,0,0
Pseudomonas aeruginosa CpxR,Influent_WWTP_2_1_24_MH2_S339,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004054,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,aminoglycoside antibiotic; macrolide antibiotic; aminocoumarin antibiotic; peptide antibiotic; tetracycline antibiotic; sulfonamide antibiotic; beta-lactam antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,5,ARO:3004054|ID:2685|Name:Pseudomonas_aeruginosa_CpxR|NCBI:LT673656.1,37.17,1.11,,4954328,2.15,0.48
Pseudomonas aeruginosa catB6,Influent_WWTP_2_1_24_MH2_S339,wet,chloramphenicol acetyltransferase (CAT),ARO:3002678,phenicol antibiotic,phenicol antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.8436,100,,,,,,,4954328,0,0
QnrB5,Influent_WWTP_2_1_24_MH2_S339,wet,quinolone resistance protein (qnr),ARO:3002719,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic target protection,protein homolog,0,,,,,1,ARO:3002719|ID:1809|Name:QnrB5|NCBI:DQ303919.1,22.17,0.22,,4954328,0.43,0.09
QnrS2,Influent_WWTP_2_1_24_MH2_S339,wet,quinolone resistance protein (qnr),ARO:3002791,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic target protection,protein homolog,1,Perfect,99.5434,100,Unknown taxonomy (chromosome or plasmid),48,ARO:3002791|ID:1832|Name:QnrS2|NCBI:DQ485530.1,100,9.04,,4954328,20.63,3.89
QnrVC1,Influent_WWTP_2_1_24_MH2_S339,wet,quinolone resistance protein (qnr),ARO:3002799,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic target protection,protein homolog,0,,,,,2,ARO:3002799|ID:1351|Name:QnrVC1|NCBI:EU436855.2,19.63,0.39,,4954328,0.86,0.17
QnrVC4,Influent_WWTP_2_1_24_MH2_S339,wet,quinolone resistance protein (qnr),ARO:3002801,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic target protection,protein homolog,1,Nudged,21.4612,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
QnrVC5,Influent_WWTP_2_1_24_MH2_S339,wet,quinolone resistance protein (qnr),ARO:3002802,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic target protection,protein homolog,0,,,,,7,ARO:3002802|ID:1150|Name:QnrVC5|NCBI:JN408080.1,75.04,1.29,,4954328,3.01,0.55
RSA-1,Influent_WWTP_2_1_24_MH2_S339,wet,RSA beta-lactamase,ARO:3004444,carbapenem; cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.4476,100,,,,,,,4954328,0,0
RSA2-1,Influent_WWTP_2_1_24_MH2_S339,wet,RSA2 beta-lactamase,ARO:3006981,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.2508,100,,,,,,,4954328,0,0
RlmA(II),Influent_WWTP_2_1_24_MH2_S339,wet,non-erm 23S ribosomal RNA methyltransferase (G748),ARO:3001301,macrolide antibiotic; lincosamide antibiotic,macrolide antibiotic; lincosamide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,2.8269,100,,,,,,,4954328,0,0
SAT-4,Influent_WWTP_2_1_24_MH2_S339,wet,streptothricin acetyltransferase (SAT),ARO:3002897,nucleoside antibiotic,nucleoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,4,ARO:3002897|ID:1505|Name:SAT-4|NCBI:U01945.1,73.85,1.11,,4954328,1.72,0.48
SGM-4,Influent_WWTP_2_1_24_MH2_S339,wet,SGM beta-lactamase,ARO:3006990,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.2581,100,,,,,,,4954328,0,0
SHV-122,Influent_WWTP_2_1_24_MH2_S339,wet,SHV beta-lactamase,ARO:3001169,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,3.125,100,,,,,,,4954328,0,0
SHV-7,Influent_WWTP_2_1_24_MH2_S339,wet,SHV beta-lactamase,ARO:3001066,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,21.9512,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
SPG-1,Influent_WWTP_2_1_24_MH2_S339,wet,SPG beta-lactamase,ARO:3003720,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,3.1469,100,,,,,,,4954328,0,0
SRT-2,Influent_WWTP_2_1_24_MH2_S339,wet,SRT beta-lactamase,ARO:3002494,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.847,100,,,,,,,4954328,0,0
Streptococcus agalactiae mprF,Influent_WWTP_2_1_24_MH2_S339,wet,defensin resistant mprF,ARO:3003774,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,0.8255,100,,,,,,,4954328,0,0
Streptomyces lividans otr(A),Influent_WWTP_2_1_24_MH2_S339,wet,tetracycline-resistant ribosomal protection protein,ARO:3007127,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Nudged,1.0938,100,,,,,,,4954328,0,0
TEM-149,Influent_WWTP_2_1_24_MH2_S339,wet,TEM beta-lactamase,ARO:3001016,monobactam; cephalosporin; penam; penem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,32.0557,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
TEM-15,Influent_WWTP_2_1_24_MH2_S339,wet,TEM beta-lactamase,ARO:3000886,monobactam; cephalosporin; penam; penem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,10,ARO:3000886|ID:1423|Name:TEM-15|NCBI:AM849805.1,69.69,1.5,,4954328,4.3,0.64
TEM-89,Influent_WWTP_2_1_24_MH2_S339,wet,TEM beta-lactamase,ARO:3000956,monobactam; cephalosporin; penam; penem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,38.1295,100,Unknown taxonomy (chromosome or plasmid),,,,,,4954328,0,0
TLA-1,Influent_WWTP_2_1_24_MH2_S339,wet,TLA beta-lactamase,ARO:3003202,fluoroquinolone antibiotic; monobactam; cephalosporin,beta-lactam antibiotic; fluoroquinolone antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3003202|ID:546|Name:TLA-1|NCBI:AF148067.1,18.62,0.27,,4954328,0.86,0.12
TaeA,Influent_WWTP_2_1_24_MH2_S339,wet,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3003986,pleuromutilin antibiotic,pleuromutilin antibiotic,antibiotic efflux,protein homolog,1,Nudged,0.9245,100,,,,,,,4954328,0,0
TolC,Influent_WWTP_2_1_24_MH2_S339,wet,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000237,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,aminoglycoside antibiotic; macrolide antibiotic; aminocoumarin antibiotic; peptide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics; beta-lactam antibiotic; rifamycin antibiotic; phenicol antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,1,Nudged,15.3226,100,Unknown taxonomy (chromosome or plasmid),8,ARO:3000237|ID:826|Name:TolC|NCBI:FJ768952.1,45.97,0.45,,4954328,3.44,0.19
VAM-1,Influent_WWTP_2_1_24_MH2_S339,wet,VAM beta-lactamase,ARO:3007062,carbapenem; cephalosporin; penam; tetracycline antibiotic,beta-lactam antibiotic; tetracycline antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.834,100,,,,,,,4954328,0,0
VEB-26,Influent_WWTP_2_1_24_MH2_S339,wet,VEB beta-lactamase,ARO:3006221,monobactam; cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,ARO:3006221|ID:5687|Name:VEB-26|NCBI:NG_070222.1,16.78,0.17,,4954328,0.43,0.07
VatI,Influent_WWTP_2_1_24_MH2_S339,wet,streptogramin vat acetyltransferase,ARO:3003987,streptogramin antibiotic; streptogramin A antibiotic,streptogramin antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.3697,100,,,,,,,4954328,0,0
YojI,Influent_WWTP_2_1_24_MH2_S339,wet,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3003952,peptide antibiotic,peptide antibiotic,antibiotic efflux,protein homolog,2,Nudged,30.6569,98.17,Unknown taxonomy (chromosome or plasmid),15,ARO:3003952|ID:2424|Name:YojI|NCBI:U00096.3,67.82,1.24,,4954328,6.45,0.53
